관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적
11500-100198196,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1005호,지상,20.0,1,43.32
11500-100198195,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1006호,지상,20.0,1,33.54
11500-100198194,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1007호,지상,20.0,1,33.54
11500-100198205,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1009호,지상,20.0,2,117.97
11500-100198204,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1010호,지상,20.0,2,103.79
11500-100198203,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1011호,지상,20.0,2,71.07
11500-100200327,11500-100200322,지상,서울특별시 강서구 공항대로58나길 16,대원베스트빌,202호,지상,40.0,4,6.0304
11500-100200326,11500-100200322,지상,서울특별시 강서구 공항대로58나길 16,대원베스트빌,203호,지상,40.0,4,14.3793
11500-100200330,11500-100200322,지상,서울특별시 강서구 공항대로58나길 16,대원베스트빌,302호,지상,40.0,4,6.0304
11500-100200329,11500-100200322,지상,서울특별시 강서구 공항대로58나길 16,대원베스트빌,303호,지상,40.0,4,14.3793
11500-100200328,11500-100200322,지상,서울특별시 강서구 공항대로58나길 16,대원베스트빌,301호,지상,40.0,4,24.7989
11500-100200325,11500-100200322,지상,서울특별시 강서구 공항대로58나길 16,대원베스트빌,201호,지상,40.0,4,24.7989
11500-100200324,11500-100200322,지상,서울특별시 강서구 공항대로58나길 16,대원베스트빌,102호,지상,40.0,4,15.0982
11500-100200323,11500-100200322,지상,서울특별시 강서구 공항대로58나길 16,대원베스트빌,101호,지상,40.0,4,6.3318
11680-48628,11680-1511,지상,서울특별시 강남구 압구정로 151,105,904호,지상,20.0,4,11.56
11710-100216676,11710-100216666,지상,서울특별시 송파구 올림픽로 99,145동,402,지상,20.0,1,22.36
11500-100203969,11500-100203968,지상,서울특별시 강서구 강서로45길 174,수명산씨티,B01,지하,10.0,1,2.97
11500-100203970,11500-100203968,지상,서울특별시 강서구 강서로45길 174,수명산씨티,B02,지하,10.0,4,3.27
11500-100203971,11500-100203968,지상,서울특별시 강서구 강서로45길 174,수명산씨티,B04,지하,10.0,1,0.84
11500-100204032,11500-100203968,지상,서울특별시 강서구 강서로45길 174,수명산씨티,410,지상,20.0,1,40.87
11500-100195618,11500-100195614,지상,서울특별시 강서구 초록마을로 102,다나네스트빌,301호,지상,10.0,1,27.548
11560-1000000000000000087671,11560-1000000000000000086659,지상,서울특별시 영등포구 버드나루로 59,,1505,지상,40.0,0,18.045
11560-1000000000000000087614,11560-1000000000000000086659,지상,서울특별시 영등포구 버드나루로 59,,808,지상,10.0,1,0.436
11500-100220089,11500-100220079,지상,서울특별시 강서구 가로공원로84길 23,,502,지상,20.0,1,3.53
11680-46823,11680-1440,지상,서울특별시 강남구 광평로19길 10,1002,402호,지상,20.0,0,26.53
11500-100201556,11500-100201553,지상,서울특별시 강서구 초록마을로24길 21-8,,301호,지상,21.0,0,87.4
11500-100193528,11500-100193455,지상,서울특별시 강서구 강서로 266,136동,402호,지상,10.0,1,0.16
11500-100196500,11500-100196493,지상,서울특별시 강서구 월정로28길 28-11,,501호,지상,21.0,0,0.8
11500-100217065,11500-100217059,지상,서울특별시 강서구 강서로47라길 39-5,A동,402호,지상,20.0,1,43.26
11710-100213727,11710-100213657,지상,서울특별시 송파구 올림픽로 99,129동,1802,지상,20.0,0,28.44
11500-100225725,11500-100225715,지상,서울특별시 강서구 양천로30길 92,106동,602,지상,40.0,0,6.21
11500-100195708,11500-100195702,지상,서울특별시 강서구 강서로26길 61,토석 아네스빌,302호,지상,40.0,0,1.5343
11500-100204517,11500-100204509,지상,서울특별시 강서구 우장산로8길 41,올림푸스,501,지상,20.0,3,24.89
11710-100218123,11710-100218061,지상,서울특별시 송파구 올림픽로 435,313동,1602,지상,40.0,0,10.15
11710-100218116,11710-100218061,지상,서울특별시 송파구 올림픽로 435,313동,1403,지상,20.0,0,39.63
11710-100218067,11710-100218061,지상,서울특별시 송파구 올림픽로 435,313동,202,지상,20.0,1,13.53
11710-100214676,11710-100214669,지상,서울특별시 송파구 올림픽로 99,148동,303,지상,20.0,101,26.94
11710-100214688,11710-100214669,지상,서울특별시 송파구 올림픽로 99,148동,603,지상,20.0,101,0.0
11710-100223014,11710-100222958,지상,서울특별시 송파구 올림픽로 435,217동,1404,지상,20.0,0,47.62
11710-100223017,11710-100222958,지상,서울특별시 송파구 올림픽로 435,217동,1503,지상,40.0,0,9.95
11710-100214741,11710-100214669,지상,서울특별시 송파구 올림픽로 99,148동,1904,지상,20.0,0,24.9
11710-100214740,11710-100214669,지상,서울특별시 송파구 올림픽로 99,148동,1903,지상,20.0,0,25.13
11710-100214746,11710-100214669,지상,서울특별시 송파구 올림픽로 99,148동,2101,지상,40.0,0,3.92
11710-100214747,11710-100214669,지상,서울특별시 송파구 올림픽로 99,148동,2102,지상,40.0,0,3.89
11500-100196787,11500-100196778,지상,서울특별시 강서구 곰달래로45길 63,경인스위트홈,501호,지상,10.0,1,4.94
11560-1000000000000000087580,11560-1000000000000000086659,지상,서울특별시 영등포구 버드나루로 59,,404,지상,40.0,0,8.544
11560-1000000000000000087619,11560-1000000000000000086659,지상,서울특별시 영등포구 버드나루로 59,,901,지상,10.0,1,1.62
11710-100221789,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1003,지상,20.0,1,24.69
11710-100218056,11710-100217958,지상,서울특별시 송파구 올림픽로 435,316동,2504,지상,20.0,1,40.28
11710-100213520,11710-100213517,지상,서울특별시 송파구 올림픽로 99,109동,201,지상,40.0,0,1.3597
11710-100218541,11710-100218535,지상,서울특별시 송파구 올림픽로 435,211동,202,지상,40.0,0,22.9
11560-1000000000000000087635,11560-1000000000000000086659,지상,서울특별시 영등포구 버드나루로 59,,1104,지상,40.0,0,27.5
11680-47570,11680-1463,지상,서울특별시 강남구 광평로31길 27,110,601호,지상,20.0,0,34.92
11500-100217799,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,907,지상,40.0,0,26.61
11710-100211755,11710-100211731,지상,서울특별시 송파구 올림픽로 99,104동,1202,지상,40.0,0,11.09
11500-100202699,11500-100202694,지상,서울특별시 강서구 월정로24길 16-4,,302,지상,40.0,0,28.09
11500-100192906,11500-100192800,지상,서울특별시 강서구 강서로 266,142동,402호,지상,40.0,0,43.1213
11710-100212376,11710-100212366,지상,서울특별시 송파구 올림픽로 99,114동,502,지상,20.0,1,37.43
11710-100213801,11710-100213736,지상,서울특별시 송파구 올림픽로 99,102동,1701,지상,40.0,0,9.4939
11710-100221802,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1304,지상,20.0,2,85.79
11545-100187128,11545-100187125,지상,서울특별시 금천구 시흥대로18길 50,,202,지상,20.0,0,73.92
11545-100183608,11545-100183465,지상,서울특별시 금천구 가산디지털1로 70,,1104,지상,40.0,0,19.5081
11545-100183607,11545-100183465,지상,서울특별시 금천구 가산디지털1로 70,,1106,지상,40.0,0,1.2456
11500-100221594,11500-100221579,지상,서울특별시 강서구 곰달래로20길 13,,602,지상,20.0,0,59.85
11680-48396,11680-1500,지상,서울특별시 강남구 압구정로11길 17,2,605호,지상,20.0,4,8.19
11500-100225745,11500-100225739,지상,서울특별시 강서구 초록마을로 68,,402,지상,40.0,0,10.73
11560-1000000000000000062232,11560-1000000000000000062231,지상,서울특별시 영등포구 양평로28가길 25,B동,204,지상,40.0,0,17.83
11560-1000000000000000062234,11560-1000000000000000062231,지상,서울특별시 영등포구 양평로28가길 25,B동,201,지상,40.0,0,5.01
11560-1000000000000000062209,11560-1000000000000000062180,지상,서울특별시 영등포구 양평로30길 28,A동,902,지상,20.0,0,58.16
11560-1000000000000000062221,11560-1000000000000000062180,지상,서울특별시 영등포구 양평로30길 28,A동,1202,지상,20.0,0,68.51
11560-1000000000000000062202,11560-1000000000000000062180,지상,서울특별시 영등포구 양평로30길 28,A동,702,지상,40.0,0,20.53
11560-1000000000000000062200,11560-1000000000000000062180,지상,서울특별시 영등포구 양평로30길 28,A동,603,지상,40.0,0,22.81
11710-100213797,11710-100213736,지상,서울특별시 송파구 올림픽로 99,102동,1601,지상,40.0,0,2.3741
11500-100195707,11500-100195702,지상,서울특별시 강서구 강서로26길 61,토석 아네스빌,301호,지상,40.0,0,3.6962
11500-100199226,11500-100199213,지상,서울특별시 강서구 수명로2가길 22,707동,403,지상,20.0,1,37.1924
11500-100221628,11500-100221620,지상,서울특별시 강서구 화곡로55길 21-8,,303,지상,40.0,0,16.505
11560-1000000000000000087675,11560-1000000000000000086659,지상,서울특별시 영등포구 버드나루로 59,,1607,지상,10.0,1,0.315
11500-100199245,11500-100199213,지상,서울특별시 강서구 수명로2가길 22,707동,903,지상,20.0,3,60.9016
11710-100236736,11710-100236735,지상,서울특별시 송파구 가락로36길 5-15,,201,지상,40.0,0,16.2305
11710-100236737,11710-100236735,지상,서울특별시 송파구 가락로36길 5-15,,202,지상,40.0,0,15.2398
11560-1000000000000000087673,11560-1000000000000000086659,지상,서울특별시 영등포구 버드나루로 59,,1603,지상,10.0,1,1.567
11500-100219339,11500-100219333,지상,서울특별시 강서구 우장산로 122,,303,지상,20.0,1,62.32
11500-100196785,11500-100196778,지상,서울특별시 강서구 곰달래로45길 63,경인스위트홈,401호,지상,10.0,1,4.94
11500-100196821,11500-100196814,지상,서울특별시 강서구 까치산로4다길 34,101동,501호,지상,10.0,1,4.94
11500-100203229,11500-100203214,지상,서울특별시 강서구 수명로 31,하버드 아카데미,203,지상,10.0,1,2.98
11500-100203228,11500-100203214,지상,서울특별시 강서구 수명로 31,하버드 아카데미,202,지상,10.0,1,55.0
11500-100203217,11500-100203214,지상,서울특별시 강서구 수명로 31,하버드 아카데미,104,지상,20.0,2,4.17
11500-100200274,11500-100200273,지상,서울특별시 강서구 초록마을로18길 25-23,진성그린 빌,비101호,지하,40.0,3,24.7989
11500-100203227,11500-100203214,지상,서울특별시 강서구 수명로 31,하버드 아카데미,204,지상,10.0,1,0.945
11500-100203226,11500-100203214,지상,서울특별시 강서구 수명로 31,하버드 아카데미,201,지상,10.0,1,17.455
11500-100203225,11500-100203214,지상,서울특별시 강서구 수명로 31,하버드 아카데미,103,지상,10.0,1,0.945
11500-100203224,11500-100203214,지상,서울특별시 강서구 수명로 31,하버드 아카데미,105,지상,10.0,1,17.455
11500-100203223,11500-100203214,지상,서울특별시 강서구 수명로 31,하버드 아카데미,107,지상,10.0,1,1.78
11500-100203222,11500-100203214,지상,서울특별시 강서구 수명로 31,하버드 아카데미,109,지상,10.0,1,32.79
11500-100203221,11500-100203214,지상,서울특별시 강서구 수명로 31,하버드 아카데미,111,지상,20.0,2,3.94
11500-100203220,11500-100203214,지상,서울특별시 강서구 수명로 31,하버드 아카데미,110,지상,20.0,2,72.75
11500-100203218,11500-100203214,지상,서울특별시 강서구 수명로 31,하버드 아카데미,106,지상,20.0,2,49.34
11500-100208688,11500-100203214,지상,서울특별시 강서구 수명로 31,하버드 아카데미,401-2,지상,20.0,8,38.96
11545-100187108,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,1907,지상,20.0,0,54.61
11500-100203216,11500-100203214,지상,서울특별시 강서구 수명로 31,하버드 아카데미,102,지상,20.0,2,76.98
11545-100187104,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,1908,지상,20.0,0,54.61
11545-100185688,11545-100185625,지상,서울특별시 금천구 가산디지털1로 226,에이스하이엔드타워5,1404,지상,10.0,3,1.944
11500-100221000,11500-100220988,지상,서울특별시 강서구 화곡로19길 21,,503,지상,40.0,0,11.54
11680-48423,11680-1500,지상,서울특별시 강남구 압구정로11길 17,2,402호,지상,20.0,2,8.79
11500-100200116,11500-100200113,지상,서울특별시 강서구 초록마을로22길 106,,301호,지상,40.0,1,5.7365
11500-100200121,11500-100200113,지상,서울특별시 강서구 초록마을로22길 106,,502호,지상,40.0,1,28.5252
11500-100200118,11500-100200113,지상,서울특별시 강서구 초록마을로22길 106,,401호,지상,40.0,1,29.9514
11500-100200120,11500-100200113,지상,서울특별시 강서구 초록마을로22길 106,,501호,지상,40.0,1,7.2832
11500-100200114,11500-100200113,지상,서울특별시 강서구 초록마을로22길 106,,201호,지상,40.0,1,6.3741
11500-100200119,11500-100200113,지상,서울특별시 강서구 초록마을로22길 106,,402호,지상,40.0,1,17.3669
11500-100200117,11500-100200113,지상,서울특별시 강서구 초록마을로22길 106,,302호,지상,40.0,1,13.6789
11500-100199890,11500-100199885,지상,서울특별시 강서구 강서로18바길 37,나산맨션,202호,지상,20.0,1,39.96
11500-100222309,11500-100222300,지상,서울특별시 강서구 강서로10길 211,A동,601,지상,40.0,0,13.658
11500-100204521,11500-100204519,지상,서울특별시 강서구 강서로27길 16-8,한울씨티빌,202호,지상,20.0,3,0.74
11680-48411,11680-1500,지상,서울특별시 강남구 압구정로11길 17,2,809호,지상,20.0,2,38.68
11710-100222319,11710-100222313,지상,서울특별시 송파구 올림픽로 435,306동,202,지상,20.0,2,55.65
11500-100199227,11500-100199213,지상,서울특별시 강서구 수명로2가길 22,707동,402,지상,20.0,1,56.3771
11500-100226508,11500-100226499,지상,서울특별시 강서구 공항대로7길 11,,601,지상,20.0,1,22.65
11710-100214515,11710-100214472,지상,서울특별시 송파구 올림픽로 99,162동,1103,지상,40.0,0,22.462
11500-100198568,11500-100198562,지상,서울특별시 강서구 방화대로7나길 32-22,늘푸른빌라,501호,지상,10.0,0,4.58
11710-100217531,11710-100217492,지상,서울특별시 송파구 올림픽로 435,310동,1003,지상,40.0,0,12.09
11710-100217532,11710-100217492,지상,서울특별시 송파구 올림픽로 435,310동,1004,지상,10.0,1,1.31
11710-100217536,11710-100217492,지상,서울특별시 송파구 올림픽로 435,310동,1104,지상,20.0,0,30.77
